id,date,username,text,like_count,retweet_count,cleaned,sentiment,sentiment_label
1190,2023-06-09,armyforever,BLACKPINK just dropped a new MV 🔥 #KPOP,441,335,blackpink just dropped a new mv 🔥 #kpop,0.13636363636363635,positif
1191,2023-07-02,exolegend,Twice performance is so powerful #ONCE,256,250,twice performance is so powerful #once,0.3,positif
1192,2023-07-31,fearless,LOONA legends #Orbit,947,71,loona legends #orbit,0.0,netral
1193,2023-03-12,blinkkpop,EXO still kings of KPOP 🔥,76,427,exo still kings of kpop 🔥,0.0,netral
1194,2023-06-01,oncefan,Twice performance is so powerful #ONCE,671,497,twice performance is so powerful #once,0.3,positif
1195,2023-05-13,orbitluv,BTS paved the way #Army,257,83,bts paved the way #army,0.0,netral
1196,2023-10-23,armyforever,NCT comeback soon! Can't wait 😍,346,50,nct comeback soon! can't wait 😍,0.0,netral
1197,2023-09-19,fearless,BTS x BLACKPINK collab dream? 😱,125,399,bts x blackpink collab dream? 😱,0.0,netral
1198,2023-05-15,shawol,SHINee forever kings #Shawol,369,280,shinee forever kings #shawol,0.0,netral
1199,2023-08-31,neverland,GFriend songs always touch my heart 💕,510,181,gfriend songs always touch my heart 💕,0.0,netral
1200,2023-02-16,fearless,BTS x BLACKPINK collab dream? 😱,69,53,bts x blackpink collab dream? 😱,0.0,netral
